,text,label
11,"எல்லா உயிரினத்துலயும் ஓரின சேர்க்கை உண்டு .அதை முதல்ல புரிஜிக்கோங்க .அப்புறம் எல்லா உளவியல் நிபுணர்களும் இது இயற்கைன்னு சொல்லிட்டாங்க .நமக்கு என்ன சொல்லி கொடுக்க பற்றுக்கோ அதா மட்டும் பேச கூடாது .எல்லார் poit of view  பாக்கணும் .அப்டி அது ஒரு மனநோய்ன்னு யாராவது நிரூபிச்சி கட்ட சொல்லுங்க பாப்போம்.docter shalini  சொல்றத போயிகேளுங்க.  இதை உலகம் முழுசா accept பண்ணிட்டாங்க .இந்தியால வரர்துக்கு இத்தனை வருஷம் ஆயிருக்கு.இப்போ உள்ள தலைமுறை இத்தனை வருஷமா இருந்த திருநங்கைகளை ஏத்துக்குற மனப்பான்மைக்கு வந்துருக்காங்க .அப்டி இந்த விஷயமும் கண்டிப்பா மாறும். அடுத்த தலை முறை சந்ததி உருவாகாதுனு சொன்னிங்கள்ல ,எத்தனை அனாதை இல்லம் இருக்கு தெரியுமா.; முதல்ல இவங்கள காமம்னு முத்திரை குத்த கூடாது .இதுவும் ஒரு காதல் .அதை புரிஞ்சிக்கணும் .நானும்; அவனா நீ 'அப்டின்னு கிண்டல் பண்ணிட்டு இருந்தவன்தான் .ஆனால் நான் இதை புரிஞ்சிகிட்டு  suport  பண்றேன் .ok. நம்ம கண்ணுக்கு தெரியுறது மட்டும் உலகம் இல்ல.நம்மக்கு தெரிஞ்சுது மட்டும் அறிவு இல்ல .",Non-Hate-Speech
12,இவர்கள் சிறுவர்களாக இருக்கும்போது மனமாற்றம் செய்து முன்பு மாற்றப்பட்ட நபர்களை காட்டி எப்படி இருக்கிறார்கள் சம்பாதிக்கிறார்கள் ஆசைவார்த்தை தூண்டி இருப்பார்கள் மாட்டிய ஒரு சிலதை ஒரு சில காலங்கள் பெற்றோரிடம் சென்றுவர விடுவார்கள் சிறிது மாற்றத்தை அவர்களிடம் காட்டில் பெற்றோரை பெருக்க வைத்து வீட்டை விட்டு விரட்ட அளவுக்கு செய்துவிட்டு பெரிய மாநிலங்களுக்கு ஏற்றுமதி செய்து விடுவார்கள்,Hate-Speech
13,இவா ஆம்பளயா?பொம்பளயா? மொ..யையே காணோம்?,Hate-Speech
14,அன்புக்கு காசு வேனாம். காசு கொடுத்து காதல் கொண்டால் அது விபச்சாரம்.,Non-Hate-Speech
15,முடிவு  காலம் இப்படித்தான் நடக்கும்,Hate-Speech
16,பாட்டு உன் கூதியில வைடா,Non-Hate-Speech
17,ஆமாட தம்பி நீ ஏன் மீடு கேள்ஸ் கூட போராட்டம் பண்ண போன.,Non-Hate-Speech
18,கருத்துகள் சரியானது ஆனால் நடவடிக்கை ரொம்ப ஓவர் பில்டப்,Non-Hate-Speech
19,நிங்கள்மேலும்வலர வழ்த்துக்கள் அன்ணா,Non-Hate-Speech
20,என்ன மயிர்க்கு இவள பேட்டி எடுக்குற,Non-Hate-Speech
21,இப்ப யாருக்கு என்ன பிரச்சன. ஏ சன்டை போடுரிங்க,Non-Hate-Speech
22,வாழ்த்துகள் திரு.இயேசுராஜ் அவா்களுக்கு,Non-Hate-Speech
23,Srini Vasan  அந்த பொட்டைங்கள சாக சொல்லு,Hate-Speech
24,"நண்பா, நீங்கள் ஆணா அல்லது பெண்ணா என்று தெறியவில்லை? ; WHO வை மேற்கோள் காட்டும் நீங்கள் ஆண்டவரின் படைப்பான வாழ்க்கைத் துணையை ஏற்றுக் கொள்ள மறுப்பது விந்தையே! ; மேலும், தங்களின் இத்தகைய பேச்சானது, உங்கள் பெற்றோரின் கவனிப்பற்ற வளர்ப்பையும், கூடா நட்பையும் மட்டுமே வெளிப்படுத்துகிறது.; இதனைத்தான், பரிசுத்த வேதாகமம்,; தீமையை வெறுப்பதே கர்த்தருக்குப் பயப்படும் பயம்: பெருமையையும், அகந்தையையும், தீய வழியையும், புரட்டுவாயையும் நான் வெறுக்கிறேன்.; நீதிமொழிகள் 8:13 ; என்றும்....; மனுஷனுக்குத் செம்மையாய்த் தோன்றுகிறவழி உண்டு: அதின் முடிவோ மரண வழிகள்.; நீதிமொழிகள் 14:12; என்றும்....; அநியாயஞ்செய்கிறவன் இன்னும் அநியாயஞ்செய்யட்டும், அசுத்தமாயிருக்கிறவன் இன்னும் அசுத்தமாயிருக்கட்டும், நீதியுள்ளவன் இன்னும் நீதிசெய்யட்டும், பரிசுத்தமுள்ளவன் இன்னும் பரிசுத்தமாகட்டும்.; இதோ, சீக்கிரமாய் வருகிறேன், அவனவனுடைய கிரியைகளின்படி அவனவனுக்கு நான் அளிக்கும் பலன் என்னோடேகூட வருகிறது.; வெளிப்படுத்தின விசேஷம் 22:12 ; என்றும்.... எச்சரிக்கிறது..; மனந்திரும்பு நண்பா... ; இயேசு கிறிஸ்து உன் பாவங்களுக்காக சிலுவையில் தம் இரத்தம் சிந்தி, மீட்பை உண்டுபண்ணியிருக்கிறார்.",Hate-Speech
25,ஊருக்கொரு வானம் இல்லையே இறைவா உன் படைப்பில்....,Non-Hate-Speech
26,இதுபோன்ற திருநங்கைகளை வழிநடத்தும் பெரிய திருநங்கை  இவர்களை வைத்து தினமும் 5 முதல் 6 ஆயிரம் வரை பணம் சம்பாதிப்பார்கள் வேலை செய்தாலும் கவர்மெண்ட் வேலை கிடைத்தாலும் என்ன வருமானம் கிடைக்குமா திருநங்கை  விடத்தான் போகிறார்களா அவர்களைவிட்டு இவர்கள் தப்பிவந்த தான் வாழமுடியுமா விடுவார்கள பெரிய திருநங்கைகளிடம் மாட்டிய இடம் தெரியவில்லை தயவுசெய்து அவர்களிடமிருந்து காப்பாத்துங்க வேலை கேட்டுக் கொண்டிருக்கிறார்கள் எத்தனையோ அரசு பஞ்சு மில் உங்கள் உள்ளது அதில் இவர்களுக்கு இடம் ஒதுக்குங்கள்,Non-Hate-Speech
27,"நமது கலாச்சாரத்திற்கு ஏற்புடையதல்ல,அவ்வளவுதான் சொல்ல முடியும் ,",Hate-Speech
28,புறநானூற்றில் உள்ள வரிகள் பகிரவும்.. pls!,Non-Hate-Speech
29,மனிதர்களில் ஆண் பெண் என்று இரண்டு வர்க்கங்களே தவிர திருநங்கை என்று ஒரு வர்க்கம் இல்லை. பிறப்பின்போது சில குழந்தைகளை ஆணா இல்லைது பெண்ணா என்று தீர்மானிப்பது கஷ்டமாக இருக்கும். இந்தக் குழந்தைகளை Karyotype - DNA சோதனை மூலம் குழந்தை ஆணா இல்லைது பெண்ணா என்று தீர்மானிக்க முடியும். இதை விட்டு விட்டு இவர்களைப் பெண் குழந்தைகளாக வளர்க்கின்றார்கள். பருவ வயது வந்ததும் ஆண்களுக்கான ஓமோன்கள் சுரக்கப்ப்படும்போது ஆண் உறுப்புக்கள் வளர்ந்து ஆணாக மாறுவதால்தான் திருநங்கை  உருவாகின்றனர்.இவர்களின் நிலை மிகவும் பரிதாபமானது. பெண்ணாக வளர்க்கப்பட்டவர்கள். ஆனால் உறுப்பும் குரலும் ஆண் போன்றவை. நம்முடைய பிழையால் அவர்கள் பாதிக்கப்படுகின்றார்கள். அவர்களுக்குத் தொழில் வாய்ப்பு இல்லை. சமுதாயத்தில் உரிய இடம் இல்லை. இனிமேலாவது திருநங்கை  உண்டாகாமல் தடுக்க வேண்டும்,Hate-Speech
30,அக்கா உங்களை பார்ப்பது என் உடன் பிறப்பு போன்ற உணர்வு,Non-Hate-Speech
31,"ஏம்மா, நீயெல்லாம் ஒரு பொண்ணா, அறிவு கெட்ட  முண்டம்.  உங்களின்  இந்த. கேவலம்  கெட்ட வாழ்க்கை  முறை  குடும்ப  அமைப்பு  முறையை  சீரழித்து விடாதா.",Hate-Speech
32,"உங்களை மாதிரி இருக்கிறவகளால்த்தான் corona,yasss எல்லாம் வருகிறது",Non-Hate-Speech
33,இந்த வாய்க்கொழுப்பு பிடித்த நாய்களை யாழ்ப்பாணத்துக்கு அனுப்பி வைக்க முடியுமா?. சூத்துல X -Lon குழாய் இறக்கி சூத்த கிழிச்சு அனுப்பி வைக்கிறோம்.,Hate-Speech
34,Sarveswaraa Sriazhagan  அதுல எந்த ஆட்சேபனை இல்லை. ஆனால் தனிமனித சந்தோஷத்திற்காக இந்த கேவலமான செயல பரப்ப கூடாது. காரணம் எல்லாம் இப்படி தான் ஆரம்பிக்கும்......,Hate-Speech
35,அது உண்மை தான் ப்ரோ,Non-Hate-Speech
36,திருநங்கைகளை பழித்தால் அதற்கும் சட்டம் இயற்றப்பட வேண்டும் அவர்களும் மனிதர்கள்,Non-Hate-Speech
37,அட டேய் சாபம்  விடுறீங்களோ  🤣🤣🤣🤣🤣 ஏன்  டா இப்படி  பிறந்தநாள் பிச்ச எடுக்குறீங்கன்னு  கேட்டது  ஒரு  குற்றமா,Non-Hate-Speech
38,டேய் உன் வீடியோ பாத்துட்டு உன்ன திட்டனும் மட்டுமே நினைச்சென். அதே தான் கமெண்ட் பன்னனும் நினைச்சிட்டு முழுசா பாத்தேன் உருகிட்டேன் நண்பா. செம போ,Non-Hate-Speech
39,"ஏய்.சில்லரை.திருநங்கை.திவ்யா.திருப்பூர்.உங்க அம்மா உங்க அப்பா.போனதடா.சுன்னி.உன்னையே.செருப்பாலயே அடுச்சு  கொல்லனும் ..திருப்பூர்.உங்க அப்பன்.கோத்தா.போனதா.அவங்களுக்கு.வேலை இருந்தா.அவங்க ஏண்டா.திருப்பூருக்கு.வராங்க.மனசாட்சி.இல்லாம.பேசாத.நாசமா.போயிருவேன்.பச்சை கலர் ஜாக்கெட்.திவ்யா. கிழிச்சுரூவேன். இடுவேன் ஜாக்கிரதை.இந்த கட்டப் பஞ்சாயத்து.பண்ணிட்டு.இருந்த.மத்திய அரசும்,மாநிலஅரசும்,தமிழ்நாட்டு.காவல்துறையும்.கையக் கட்டிட்டு.இருக்க மாட்டாங்க.திருப்பூர்.கட்டப் பஞ்சாயத்து.திருநங்கை.ஜாக்கிரதை.அந்த.திருநங்கை .பாவம்.",Non-Hate-Speech
40,"ஆனால் காதல் என்பது depression, stress ல் இருந்து குணப்படுத்தும்.. அவை காமம் என்பது மற்ற பாலினத்தில் இருந்து மட்டுமே வருபவயே உண்மையானது ஆகும்.. (எடுத்துக்காட்டு பசங்க பொண்ணுங்கள கல்யாணம் பண்ணிக்கிட்டு தன் பொண்டாட்டி கிட்ட நா உன்னை என் அம்மா மாதிரி பாத்துக்குறேன் என்று சொல்வது.. ஆனால் அவை தன் அம்மா மேல் காமத்தையோ,தனக்கு பிறந்த பெண் குழந்தை மேல் காமமோ உள்ளம் ரீதியாக வராது.. அப்படி வந்தால் அவை தவறு... அப்படிதான் ஒரு ஆண் ஒரு ஆணின் மீது ஈர்ப்பு கொண்டு காமத்தில் முடிவது.. யாரும் gay வா பிறக்குறது இல்லை.. உங்கள யாரோ உருவாக்குறாங்க.. நீங்க உங்களுக்குளேயே அப்படி தவறான என்னத்தை விதைக்குறீங்க",Hate-Speech
41,"தாய் தந்தை தான் ஒருவனுக்கு முதல் உலகம், அந்த தந்தைக்கு பின் அந்த தாய்தான் அவனுக்கு எல்லாமாகிய உலகம்., அந்த உலகில் தன் மகன் மகிழ்வன் என தெரிந்து, இச்சமூகம் எப்படி ஏற்றுக்கொள்ளும் என நினைத்து (பயந்து) அந்த தாய் எதிர்கொள்ளும் போராட்டம் தான் இக்கதை 👍 அருமை. ; ; என் நிஜ வாழ்வில் நான் மகிழ்வானக சந்தித்த சில காட்சிகளை பார்க்க நேர்ந்தது., ; ; இவ்வுலகில் அனைவரும் சமம். அனைவரும் அக்கடவுளின் படைப்பே.,; ; மகிழ்வன் வாழ்வும் இயற்கையின் ஒன்றிஅமைத்தவை ஆகும். 🏳️‍🌈",Non-Hate-Speech
42,இவன்ர் சொல்வது  அனைத்தும் பொய்99%திருநங்கைகள் பாலியல் தொழில் வலுக்கட்டாயமாக செய்யப்படுவது இல்லை,Hate-Speech
43,இந்த பொண்ணு வேணும்,Non-Hate-Speech
44,மிக்க நன்றி தோழரே 🙏🙏🙏🙏,Non-Hate-Speech
45,இவ்வளவு அழகா இருக்காங்க,Non-Hate-Speech
46,காஞ்சனா படமெடுத்த ராகவா லாரன்ஸுக்கு இந்த வீடியோ சமர்ப்பணம்,Non-Hate-Speech
47,"ஒரு ஆண் தனக்கு பிரியமான ஆணுடன் உறவு பகிர்ந்து இன்பம் கொள்வதும், அதேபோல் பெண் பெண்ணுடன் பகிர்வதும் செக்ஷூவல் ரீதியில் தவறில்லை என்பதே நீதிமன்ற தீர்ப்பு. ஆனால் திருமணவாழ்க்கையில் சரியென கூறவில்லை. நல்ல புரிதல் வேண்டும்.",Non-Hate-Speech
48,Jose Morphin  நீ ஆம்பளை இல்லை பொம்பளையானு தெரியல..... எது எப்படியோ...... ஆண்டவரேனு சொல்லி.........,Hate-Speech
49,நீங்கள் வணக்கத்திற்கு உரியவர்,Non-Hate-Speech
50,இவர்கள் இவ்வளவு பண்ணிவிட்டு எங்களை சமுதாயம் மதிக்க  மாட்டார்கள் என்று கேள்வி கேட்கிறார்கள் இப்படி இருந்தால் எங்கிருந்து இவர்களை சமுதாயம் மதிக்கும்,Non-Hate-Speech
51,தூக்கி காட்டுனது சரியா. இல்லை ஒழுங்கா பேச சொன்னது சரியா. ,Non-Hate-Speech
52,நல்ல அழகு தேவதை,Non-Hate-Speech
53,வேற லெவல் ங்க,Non-Hate-Speech
54,"வெட்கம் இல்லாத பண்பாடு இல்லாத , கலாச்சாரம் இல்லாத கேவலமான திமிர்தனமான  , ஒழுக்கம் இல்லாத , நாற்றம் பிடித்த  பேச்சு  .; விலங்குகள் ஓரினச்சேர்க்கை ல் ஈடுபடுவதில்லை .; ; திருடன் திருட்டை நியாய படுத்துவது சகஜம் .; ; இந்த மாதிரி யான உரையாடல்  நிகழ்ச்சி மேலும் தவறுகளுக்கு வழி வகுக்கும் .",Hate-Speech
55,நல்ல திருநங்கைகளும் உள்ளனர்,Non-Hate-Speech
56,இது இயற்கையாக ஏற்படும் ஒன்று இல்லை. மேலை நாடுகளால் செயற்கையாக திணிக்கப்பட்ட உலவியல் மாற்றம். உலக மக்கள் தொகையை குறைப்பதற்கு இந்த ஒருமுறையை திட்டம் போட்டு கையால்கிறார்கள். இதற்கு மீடியாவும் உடந்தை.,Hate-Speech
57,நீ ரொம்ப அழகா இருக்கு ம்மா,Non-Hate-Speech
58,என்னய்யா பண்ணி வச்ச கை கால் ல புள்ளரிக்கு nadikanya nee ஒருத்தவ உணர்வ புரிஞ்சா மட்டும் தான் அதோட வலி தெரியும் எல்லாத்தையும் கண்ணுல காட்டுற ஐயா கண்ணிரா வாழ்க வளமுடன்...,Non-Hate-Speech
59,அருமை சிறப்பு நாகரீக வெளிப்பாடு....😍,Non-Hate-Speech
60,சாதாரணமா பேசலாம் எதற்காக  over acting,Non-Hate-Speech
61,I am also a gay. I don't know how the director thinks this level !... எங்களின் உணர்வுகளை இந்த அளவிற்கு உலகிற்கு வெளிக்காட்டியதற்கு மிக்க நன்றி....,Non-Hate-Speech
62,இது ஒரு மாதிரியான தேவடியாள்.அதாவது அறிப்பெடுத்து அலையும் Tomboy. .இதுமாதிரி நிறையப்பேர் கிளம்பி இருக்காங்க.விளம்பரம் தேடி நிறையப்பேசுற தேவடியாள்.,Hate-Speech
63,பிச்சை எடுக்கும் பிச்சைக்கார திருநங்கைகளை ஆதரிப்பவர்கள் இருக்கும்வரை இந்த மாதிரியான அராஜகம் தொடர செய்யும். யாரும் பணம் கொடுத்து இந்த நாய்களை ஊக்குவிகாதீர்கள்,Hate-Speech
64,யாருனு தெரியாத பையனுக்கு இரக்கபட்ட அந்த மனசுதாயா கடவுள்,Non-Hate-Speech
65,En சகோதரி samy sonna andha oru vartha pothu அந்த மனம் தான் சார் இறைவன்,Non-Hate-Speech
66,"தூ கருமம். மிருகங்களில் ஆண்,ஆணை- பெண் பெண்ணை  புணருவதில்லை, சோடி போட்டு சுற்றுவதில்லை. அதே போல மிருகங்களில் திரு நங்கைகளோ, திரு நங்கங்களோ இல்லை. அப்படி இருக்க இயற்கையை மீறிய தீர்ப்பு. வழங்கிய  நீதிபதிகளை  செருப்பால் அடிக்க வேண்டும்",Hate-Speech
67,இயற்கையை மாற்றியமைக்க வேண்டாம் பின் விளைவுகள் கடுமையாக இருக்கும்...,Hate-Speech
68,தேவன் நிச்சயம் சந்திப்பார் 🙏,Non-Hate-Speech
69,Very nice movie  ரொம்ப ரொம்ப நன்றி 🙏🏼🙏🏼🥰🥰🥰🥰🥰🥰♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,Non-Hate-Speech
70,என்னடா சிம்பு மாரி பேசரா🤦‍♂🤦‍♂🤦‍♂🤦‍♂,Non-Hate-Speech
71,தமிழர்களின் நோக்கு வர்மம் கலையை பற்றி வீடியோ பன்னுங்க மதன்....,Non-Hate-Speech
72,நிறையபேர் அழகை மட்டும் பேசுகிரிர்கள் இது தவரானது காரணம் திருநங்கையாக இருந்தாலும் அழகை மட்டும் ஆதரிப்பதாக உள்ளது சிலரின் கருத்துக்கள்,Non-Hate-Speech
73,எனக்கு தெரிந்த  திருநங்கை சகோதரிக்கு வேலை வாய்ப்பு வேண்டும் யாராவது முன்வந்து உதவி செய்யுங்கள் 🙏🙏🙏,Non-Hate-Speech
74,மாலினி உங்கள் கருத்தை மதிக்கிறேன் .,Non-Hate-Speech
75,மூஞ்சிய பாரு ஹோமோ செக்ஸிக்கு பிறந்த குடும்பம்,Hate-Speech
76,Realy கண்ணு கலகிறிச்சி..,Non-Hate-Speech
77,Jose Morphin  தமிழில்,Non-Hate-Speech
78,யார் இங்க இறைவன். அந்த மனசுதன் சார் இறைவன்,Non-Hate-Speech
79,"J. devi jahir J. devi jahir  சும்மா சரக்கு அடிக்க,  காசு வாங்க....  trainla ஜாலியா சுத்த....  எவனயாது பிடிச்சி ******பன்னி விட்டுரது.... இப்படி இருந்தால்  அரசின் உதவிகள் எப்படி தெரியும்......   கேட்டா காசு இல்லைனு சொல்றது; உங்களை மூன்றாம் பாலினம்னு அறிவிச்சதே சிறந்த முன்னேற்றம்....  வேலை வாய்ப்பில் இட ஒதுக்கீடு, ரேஷன் கார்டு,  வீடு,  மாற்று அறுவை சிகிச்சை மையம் ...  எல்லாம் இருக்கு கேட்டு வாங்கணும்.  சரக்கு அடிக்க காசு கேட்டு வாங்குறீங்களல்ல அது மாதிரி",Hate-Speech
80,9 பன்னி இனா பிறவி பன்னி,Hate-Speech
81,"ஓரினச்சேர்க்கையோ இல்லைது சுயஇன்பமோ, இரண்டுமே மேலைநாட்டு கலாச்சாரமோ இல்லைது தனிமனித சுதந்திரமோ இல்லை. இது இயற்கைக்கும் இறைவனுக்கும் எதிரான பாவம். ஆணும் பெண்ணும் சேரவேண்டும் என்பதும் அதினால் சந்ததி பெருக வேண்டும் என்பதுதான் இறைவனின் இயற்கையின் நியதி.அதை மாற்றுவது பாவம். அதற்க்கு நீதிமன்றமே அனுமதி அளிப்பது என்பது மனுக்குலத்தின் ஒரு அழிவைநோக்கிய பயணம். இதை கிறிஸ்தவம் வண்மையாக கண்டிக்கிறது. நீதிதுறைக்காக ஜெபிப்போம் தேசம் பரிசுத்தபடுவதாக! ஆமென்",Hate-Speech
82,நண்பா சூப்பர் சூப்பர் உங்கள் திறமைக்கு பாராட்டுக்கள் வாழ்த்துக்கள்,Non-Hate-Speech
83,என்னய்யா பண்ணி வச்ச கை கால் ல புள்ளரிக்கு nadikanya nee ஒருத்தவ உணர்வ புரிஞ்சா மட்டும் தான் அதோட வலி தெரியும் எல்லாத்தையும் கண்ணுல காட்டுற ஐயா கண்ணிரா வாழ்க வளமுடன்...,Non-Hate-Speech
84,"Sasikumar MM  மங்குனி மாமாவே மனிதன் இயற்கையை மாற்றுவதால் ஏற்படும் சீற்றம் வேறு, இயற்கையே தன்னை மாற்றும் சீற்றம் வேறு. அது இருக்கட்டும் உனக்கு சொன்னா புரியாது. ; டேய் மங்குனி இயற்கை அழிக்கிறதோ இல்லையோ நீங்களே உங்களை அழிச்சுக்குவீங்க. ஓரின சேர்க்கையாளர்கள் தங்களின் காம வெறியை புறரிடம் தினிக்காமல் இருந்தால் இந்த ஒரு தலைமுறையோடு நீங்கள் அழிந்து விடுவீர்கள்.",Hate-Speech
85,கமெண்ட் பாக்க வந்தவன் ,Non-Hate-Speech
86,அந்த ஈ ய தொரத்துங்க சகோ...,Non-Hate-Speech
87,"காலேஜ், ரானுவம், சிரைசாலை போன்ற இடங்களில் இதெல்லாம் சாதர்ண விசயம், இதெல்லாம் ஒரு பெரிய விசயமே கிடையாது  i support Gay  and Lesbian",Non-Hate-Speech
88,கர்மவினை உலகில் நன்று தீது கிடையாது,Non-Hate-Speech
89,Super இதேபோல் அனைத்து பெற்றார்கள் இருந்து விடவேண்டும் நன்றி,Non-Hate-Speech
90,அளியும் இந்த உடல் மீது வருவதில்லை காதல் என்பதை புரிந்து கொண்டேன் நன்றிகள் ஆயிரம்💘💘💘,Non-Hate-Speech
91,சிறப்பான நடிப்பு டே தம்பி,Non-Hate-Speech
92,M. அற்புதம்  😂😂😂👌,Non-Hate-Speech
93,"நீதிபதி பையனுக்கு ஒரு பையன பார்த்து கல்யாணம் பண்ண சொல்லு, அதேமாதிரி பொண்ணுக்கும் பண்ண சொல்லு, எனக்கு ஒரு சந்தேகம் நீதிபதியும் அதுவானு",Hate-Speech
94,மிகவும் பக்குவமான பேச்சசாற்றல் அருமை,Non-Hate-Speech
95,ஹலோ. பாவம் டா அலிகள். அவங்களுக்கு எங்கேயும் வேலை கொடுக்க மாட்டார்கள். பொழப்பு க்கு என்ன பண்ணுவார்கள். ஆணா பொறந்து பெண்ணா மாறும் அந்த வலி உனக்கு தெரியுமா? அவர்கள் சாபம் உன் ஏழு தலைமுறைக்கும் வரும். இனிமேல் அலியை பார்த்தால் காசு போடாடியும் அசிங்க படுத்தததே.,Non-Hate-Speech
96,யோவ் நீங்க ரொம்ப நல்லா பண்றீங்க தயவுசெய்து போர் அடிக்கிறது மாதிரி பண்ணீடாதீங்க நன்றி. Keep it up anna thanks,Non-Hate-Speech
97,ஒருசில.எச்சக்கலை.திருநங்கைகள்.நாளை. எல்லா.திருநங்கைகளையும் தப்பா.பேசாத வாய் அழிஞ்சிடும்,Non-Hate-Speech
98,நான் வர வா?,Non-Hate-Speech
99,Hii அக்கா i am priya நா திருநங்கைகளை பற்றி புக் ல ஒரு பாடமா சேக்கணும் அப்போ தா எல்லாரும் சின்ன வயசில் இருந்து அவங்க மனச புண் படுத்துற மாதிரி நடக்க மாட்டாங்கனு project பண்ற my mail id manimani85032gmail. Com pls contact me,Non-Hate-Speech
100,"தொழில் நடத்த ஆள் வேணுனா வேளைக்காரனுக்கு பொண்ணகட்டிக்குடுங்கடா.; வீட்டுவேளைக்கு வேணும்னா வேலைக்காரியக் கல்யாணம்பண்டிக்கங்கடா.; ; எதுக்கு கல்யாணம் பன்றாங்கனு தெரியாத ஒரு முட்டாக்கூட்டம்.; Male or female If you want to be a independent , happily be a indepentent.; If you are dependent here don't argue with be a independent.",Non-Hate-Speech
101,தங்களின் பேச்சு திருநங்கைகள் மேல் மிகப்பெரிய நல்ல எண்ணத்தை உண்டாக்கியது.,Non-Hate-Speech
102,அந்த அக்காவுக்கு என்னுடைய அன்பு கடந்த பாசம் உண்டு.,Non-Hate-Speech
103,நான் சொல்றேன் பாருங்க ஆண்கள விடவும் பெண்கள விடவும் நல்லவர்கள் நம் சகோதரி திருநங்கை,Non-Hate-Speech
104,Chen Nila  கவலை வேண்டாம் ம நான் இருக்கேன் உணகு ❤️🙏👍,Non-Hate-Speech
105,"நீங்கள் திருநங்கையரை குறித்து கேட்கிரீர்கள் சரியா?  ஆனால் ஓரினசேர்கை என்பது ஒரு ஆணுக்குரிய ல்லது பெண்ணுக்குரிய முழுதகுதி இருந்தாலும் காமவெறி பிடித்து துணிகரமாக செய்கிற அவலட்சணம். திருநங்கையர் என்பவர்கள் இறைவனின் படைப்பி ஒரு அச்சுப்பிழை. அவர்களையும் அவலட்சணத்தையும் சம்பந்தப்படுத்தாதீர்கள். என் மனைவி ஒரு மாற்றுத்திறனாளி அது தவறு இல்லை, ஆனால் நானும் அவளைப்போல நடந்தால் அது தவறு. புரியும் என்று நம்புகிறேன்.நன்றி",Hate-Speech
106,இவ்வளவு நல்ல வேலை செய்ததற்கு நன்றி,Non-Hate-Speech
107,அழகா பேசுறப்பா உன் பேச்சு அழகா இருக்கும்மா,Non-Hate-Speech
108,"இதுங்கள உள்ளே தூக்கி போட்டு மிதிக்கனும்.,..",Hate-Speech
109,Sornam Lakshmi  மரியாதையா பேசுனா இப்போ யாரும் மதிக்கமாட்டிக்கறாங்க,Non-Hate-Speech
